rackTotCnt,stationName,parkingBikeTotCnt,shared,stationLatitude,stationLongitude,stationId,timestamp
15,770.목동역5번출구 교통정보센터 앞,28,187,37.52571487,126.86486816,ST-1996,2024-05-09 23:45:26
8,771.목동아파트 703동 앞,5,63,37.52820587,126.87016296,ST-1997,2024-05-09 23:45:26
11,774.등촌역 4번 출구 ,2,18,37.54950714,126.86721802,ST-2000,2024-05-09 23:45:26
10,775.세종그랑시아 앞(102동),16,160,37.53837585,126.86383057,ST-2001,2024-05-09 23:45:26
15,776.목마공원,13,87,37.53874207,126.88568115,ST-2002,2024-05-09 23:45:26
10,777.신월6차보람아파트 앞,45,450,37.53012848,126.83477783,ST-2003,2024-05-09 23:45:26
20,779. 신정1동 주민센터 앞,91,455,37.51854324,126.85388184,ST-2005,2024-05-09 23:45:26
15,780.신정교 하부,54,360,37.51733780,126.87764740,ST-2006,2024-05-09 23:45:26
15,781.신정보도육교 아래,107,713,37.51759338,126.87655640,ST-2007,2024-05-09 23:45:26
20,782.서남병원 후문,14,70,37.51167297,126.83274078,ST-2008,2024-05-09 23:45:26
24,"785.양천구청, 보건소 사잇길",2,8,37.51747513,126.86632538,ST-2011,2024-05-09 23:45:26
9,786.목동아파트 8단지 상가동 앞,24,267,37.52007294,126.86830139,ST-2012,2024-05-09 23:45:26
14,787.양천아파트 입구,91,650,37.50790405,126.86264801,ST-2013,2024-05-09 23:45:26
15,788.양천구청역 2번출구 옆,6,40,37.51228714,126.86528015,ST-2014,2024-05-09 23:45:26
15,791.현대하이페리온,24,160,37.52490616,126.86978912,ST-2016,2024-05-09 23:45:26
20,792.목동트라팰리스 웨스턴에비뉴,3,15,37.52537155,126.87092590,ST-2017,2024-05-09 23:45:26
15,793.목동5단지아파트 534동,31,207,37.53302002,126.87789917,ST-2039,2024-05-09 23:45:26
10,794.양천문화회관,59,590,37.51686478,126.86296082,ST-2395,2024-05-09 23:45:26
22,795.양천 해누리타운,4,18,37.51584244,126.86411285,ST-2396,2024-05-09 23:45:26
10,796.목동아파트 14단지 B상가 앞,45,450,37.51466370,126.87194061,ST-2397,2024-05-09 23:45:26
10,797.목동아파트 1422동 1434동 사잇길,79,790,37.51515579,126.87248993,ST-2398,2024-05-09 23:45:26
15,800. 목월공원 앞,19,127,37.53243256,126.95474243,ST-322,2024-05-09 23:45:26
9,802. 한강진역 2번 출구 앞,0,0,37.54115295,127.00221252,ST-324,2024-05-09 23:45:26
10,803. 한남초교 앞 보도육교,0,0,37.53813934,127.00409698,ST-325,2024-05-09 23:45:26
9,805. 문배어린이공원 앞,21,233,37.53675842,126.97000122,ST-326,2024-05-09 23:45:26
20,806. 전자랜드 본관 앞,2,10,37.53306580,126.96073151,ST-327,2024-05-09 23:45:26
10,807. 서울역 12번 출구 앞,0,0,37.55227661,126.97268677,ST-328,2024-05-09 23:45:26
10,808. 서빙고동 금호맨션 앞,2,20,37.52050400,126.98973846,ST-329,2024-05-09 23:45:26
10,809. 한남 유수지 복개주차장,5,50,37.53016663,127.00743866,ST-330,2024-05-09 23:45:26
10,810. 이태원지하보도,0,0,37.53841019,126.98664856,ST-331,2024-05-09 23:45:26
20,811. 녹사평역1번출구,1,5,37.53507996,126.98538208,ST-332,2024-05-09 23:45:26
10,812. 용산전쟁기념관,6,60,37.53483963,126.97766113,ST-333,2024-05-09 23:45:26
20,813. 삼각지역 3번출구,16,80,37.53351212,126.97227478,ST-334,2024-05-09 23:45:26
30,815. LIG강촌아파트 103동앞,38,127,37.51850891,126.97879791,ST-335,2024-05-09 23:45:26
25,816. 신용산역 6번출구 앞,18,72,37.53014755,126.96848297,ST-435,2024-05-09 23:45:26
9,817. 삼각지역 4번출구 앞,16,178,37.53345108,126.97173309,ST-436,2024-05-09 23:45:26
12,818. 숙명여대 입구 교차로,25,208,37.54489517,126.96938324,ST-437,2024-05-09 23:45:26
12,819. 선린인터넷 고등학교,21,175,37.54165268,126.97050476,ST-438,2024-05-09 23:45:26
10,820. 청파동입구 교차로,4,40,37.54902649,126.97194672,ST-439,2024-05-09 23:45:26
10,822. 이촌1동 마을공원,7,70,37.52202606,126.96618652,ST-440,2024-05-09 23:45:26
10,823. 효창동주민센터 앞,8,80,37.54232025,126.96195984,ST-441,2024-05-09 23:45:26
15,825. 서빙고동 주민센터 앞,23,153,37.52033615,126.99426270,ST-442,2024-05-09 23:45:26
20,826. 서울역 서부교차로2,27,135,37.55536652,126.96864319,ST-946,2024-05-09 23:45:26
14,827. 국군복지단,0,0,37.54188538,126.97966003,ST-1324,2024-05-09 23:45:26
7,828. 숙대입구역 8번,6,86,37.54407883,126.97200012,ST-1325,2024-05-09 23:45:26
40,829. 한강대교 북단 교차로,0,0,37.52293015,126.96169281,ST-1326,2024-05-09 23:45:26
10,830. 강변삼성스위트아파트 앞,8,80,37.53442383,126.94857025,ST-1327,2024-05-09 23:45:26
10,831. 이태원관광특구입구A(녹사평역쪽),0,0,37.53427887,126.98856354,ST-1328,2024-05-09 23:45:26
20,832. 이촌1동 주민센터 뒤,8,40,37.52128220,126.97346497,ST-1339,2024-05-09 23:45:26
15,834. 효창공원앞역 3번출구 뒤,25,167,37.53900909,126.96138000,ST-1341,2024-05-09 23:45:26
9,835. 남영역 건너편,8,89,37.54198074,126.97154236,ST-1342,2024-05-09 23:45:26
15,836. 현대자동차서비스 앞,13,87,37.53142166,126.95149994,ST-1343,2024-05-09 23:45:26
10,837. 한남나들목 입구,2,20,37.52898788,127.00662231,ST-1344,2024-05-09 23:45:26
8,838. 숙대입구역 4번출구,20,250,37.54446030,126.97238922,ST-1376,2024-05-09 23:45:26
10,839. 보광동 삼성리버빌아파트 앞,7,70,37.52400970,127.00144958,ST-1441,2024-05-09 23:45:26
10,840. 용산 파크타워 앞,6,60,37.52365112,126.97026825,ST-1442,2024-05-09 23:45:26
25,841. 신용산역 1번 출구,6,24,37.52960968,126.96887207,ST-1443,2024-05-09 23:45:26
19,843. 이태원관광특구B(용산구청쪽),0,0,37.53379822,126.98867035,ST-1445,2024-05-09 23:45:26
15,844. 이촌2동 동원베네스트 아파트 앞,43,287,37.52714920,126.95516205,ST-1446,2024-05-09 23:45:26
16,845. 용산 선인상가,2,13,37.53269958,126.96437836,ST-1615,2024-05-09 23:45:26
15,846. 용산중학교,8,53,37.54650116,126.98094940,ST-1721,2024-05-09 23:45:26
10,848. 삼각지12번 출구,5,50,37.53488922,126.97562408,ST-2172,2024-05-09 23:45:26
20,849. 삼각지 자이아파트,35,175,37.53607941,126.97341919,ST-2173,2024-05-09 23:45:26
15,850. KCC용산월츠타워 ,10,67,37.53739929,126.96892548,ST-2174,2024-05-09 23:45:26
10,851.효창 푸르지오 앞,8,80,37.54047775,126.95811462,ST-2175,2024-05-09 23:45:26
30,852. 청암자이아파트 앞,8,27,37.53452682,126.94718170,ST-2176,2024-05-09 23:45:26
19,853.용산역 맞은편,6,32,37.52848816,126.96584320,ST-2177,2024-05-09 23:45:26
10,854.HID 유족동지회 앞,1,10,37.53850937,127.00148010,ST-2178,2024-05-09 23:45:26
10,855.이촌역5번출구 앞,0,0,37.52272415,126.97277069,ST-2179,2024-05-09 23:45:26
10,857. 현대 안성타워,0,0,37.53508759,126.99797058,ST-2181,2024-05-09 23:45:26
10,858.녹사평역3번 출구,0,0,37.53440857,126.98689270,ST-2182,2024-05-09 23:45:26
10,859.남산공원 야외식물원 앞,1,10,37.54188538,126.99586487,ST-2183,2024-05-09 23:45:26
22,860.LG한강 자이아파트 앞,5,23,37.52074814,126.97082520,ST-2184,2024-05-09 23:45:26
10,863.이촌역2번 출구,4,40,37.52177048,126.97700500,ST-2187,2024-05-09 23:45:26
10,864.순천향대학병원(한남오거리),4,40,37.53514099,127.00600433,ST-2188,2024-05-09 23:45:26
10,865.하얏트호텔 앞,0,0,37.54079437,126.99784851,ST-2189,2024-05-09 23:45:26
10,866.브라운스톤 남산아파트,16,160,37.55154800,126.97686005,ST-2190,2024-05-09 23:45:26
10,867.서빙고역 광장(1번출구),13,130,37.51990891,126.98923492,ST-2191,2024-05-09 23:45:26
10,869.노들섬 동측 앞,0,0,37.51729584,126.95914459,ST-2239,2024-05-09 23:45:26
10,870.노들섬 서측 앞,1,10,37.51731873,126.95829773,ST-2240,2024-05-09 23:45:26
20,900. 은평예술회관,20,100,37.60394287,126.92769623,ST-448,2024-05-09 23:45:26
10,902. 진관동 은빛초등학교,19,190,37.64310837,126.91822052,ST-450,2024-05-09 23:45:26
19,903. 은평뉴타운 아이파크,17,89,37.64586639,126.92739105,ST-451,2024-05-09 23:45:26
16,904. 은평뉴타운 푸르지오,15,94,37.64867401,126.93070221,ST-452,2024-05-09 23:45:26
10,905. 구파발역 2번출구,1,10,37.63623428,126.91899872,ST-453,2024-05-09 23:45:26
9,906. 연신내역 5번출구,28,311,37.61721039,126.91957855,ST-454,2024-05-09 23:45:26
10,907. CJ 드림시티,32,320,37.59949112,126.91686249,ST-455,2024-05-09 23:45:26
10,908. 구산역 4번출구,19,190,37.61318588,126.91735077,ST-456,2024-05-09 23:45:26
10,909. 백련산 힐스테이트 3차,18,180,37.58699417,126.92288208,ST-457,2024-05-09 23:45:26
10,911. 은평평화공원(역촌역4번출구),8,80,37.60558319,126.92293549,ST-459,2024-05-09 23:45:26
20,912. 응암오거리,37,185,37.58966064,126.91694641,ST-460,2024-05-09 23:45:26
15,913. 이마트 버스정류장(서부경찰서 방면),1,7,37.60070038,126.92012787,ST-461,2024-05-09 23:45:26
20,914. 새절역 2번출구,49,245,37.59079742,126.91365051,ST-462,2024-05-09 23:45:26
10,915. 증산역 4번출구,19,190,37.58438110,126.90989685,ST-463,2024-05-09 23:45:26
13,916. 평생학습관 앞,23,177,37.60784912,126.92132568,ST-464,2024-05-09 23:45:26
10,917. 녹번역 3번출구,0,0,37.60076141,126.93537140,ST-465,2024-05-09 23:45:26
10,919. 서울혁신파크,8,80,37.60702515,126.93331146,ST-467,2024-05-09 23:45:26
8,921. 신도고등학교,4,50,37.63001633,126.91902924,ST-469,2024-05-09 23:45:26
10,922. 연신내역 4번출구,3,30,37.61780167,126.92196655,ST-470,2024-05-09 23:45:26
10,923. 국민은행 연서지점,5,50,37.62094879,126.92563629,ST-471,2024-05-09 23:45:26
12,924. 메뚜기다리,0,0,37.62851715,126.92958069,ST-472,2024-05-09 23:45:26
8,925. 불광역 2번출구,10,125,37.60956573,126.93097687,ST-473,2024-05-09 23:45:26
10,927. 연신내역 3번출구 인근,4,40,37.61785507,126.92252350,ST-475,2024-05-09 23:45:26
15,928. 은평역사한옥박물관,1,7,37.64131546,126.93804169,ST-476,2024-05-09 23:45:26
7,930. 구 서부경찰서 건너편,13,186,37.60166168,126.92030334,ST-478,2024-05-09 23:45:26
19,931. 역촌파출소,48,253,37.60473633,126.91533661,ST-479,2024-05-09 23:45:26
20,932. 예일여중,14,70,37.61000443,126.91639709,ST-480,2024-05-09 23:45:26
15,933. 역촌종합시장 버스정류장(예일여고 방면),44,293,37.61248398,126.91487885,ST-481,2024-05-09 23:45:26
10,934. 신사동 성당,3,30,37.59714127,126.90959930,ST-1020,2024-05-09 23:45:26
10,937. 상림마을 롯데캐슬2단지 옆,12,120,37.64585114,126.92379761,ST-1023,2024-05-09 23:45:26
10,938. 금암 문화공원,14,140,37.64468384,126.91845703,ST-1024,2024-05-09 23:45:26
15,939. 은평구청 교차로,6,40,37.60169983,126.92742157,ST-1025,2024-05-09 23:45:26
13,941. 은평뉴타운 도서관,1,8,37.63722229,126.93330383,ST-1027,2024-05-09 23:45:26
9,942. 상림마을 생태공원,4,44,37.64408112,126.92928314,ST-1028,2024-05-09 23:45:26
10,943. 은평구청 보건소,1,10,37.60240173,126.92864990,ST-1029,2024-05-09 23:45:26
10,945. 기자촌 사거리 A,0,0,37.63414001,126.93234253,ST-1031,2024-05-09 23:45:26
16,946. 독바위역 ,6,38,37.61843872,126.93288422,ST-1032,2024-05-09 23:45:26
10,947. 연신내 선일하이츠빌 정류소,5,50,37.62266922,126.91999054,ST-1033,2024-05-09 23:45:26
10,948. 디지털미디어 시티역 4번출구(DMC역),0,0,37.57720184,126.90235138,ST-1034,2024-05-09 23:45:26
6,949. 연신내역 1번 출구 ,18,300,37.61978149,126.92080688,ST-1035,2024-05-09 23:45:26
10,950. 구산역 2번 출구 예일여고 버스정류장,15,150,37.60980225,126.91679382,ST-1036,2024-05-09 23:45:26
10,952. 서울연신중학교,8,80,37.62265015,126.92524719,ST-1038,2024-05-09 23:45:26
10,953. 서울연신초등학교,4,40,37.62577820,126.92881775,ST-1039,2024-05-09 23:45:26
10,954. 은평뉴타운구파발9단지,15,150,37.64260864,126.92147827,ST-1329,2024-05-09 23:45:26
9,956. 응암시장교차로,48,533,37.59441376,126.91801453,ST-1331,2024-05-09 23:45:26
13,958. 본 서부병원 버스정류장(은평 세무서 방면),11,85,37.60036087,126.92281342,ST-1479,2024-05-09 23:45:26
10,959. 구파발10단지 인근,5,50,37.64366150,126.91455841,ST-1480,2024-05-09 23:45:26
15,960. 구파발역 환승센터,34,227,37.63825226,126.91945648,ST-1481,2024-05-09 23:45:26
8,961. 불광역 9번 출구,4,50,37.61096954,126.92980957,ST-1482,2024-05-09 23:45:26
10,962. 은평뉴타운 힐데스하임,20,200,37.63925934,126.91890717,ST-1483,2024-05-09 23:45:26
13,963. 대호프라자아파트,21,162,37.61442947,126.93257904,ST-1484,2024-05-09 23:45:26
10,964. 북한산힐스테이트 7차아파트,0,0,37.61654282,126.92512512,ST-1485,2024-05-09 23:45:26
10,965. 서울특별시 은평병원,1,10,37.59347916,126.92318726,ST-1486,2024-05-09 23:45:26
10,966. 서울혁신파크1,2,20,37.60944748,126.93467712,ST-1487,2024-05-09 23:45:26
13,967. 서울혁신파크2,6,46,37.60849762,126.93199921,ST-1488,2024-05-09 23:45:26
7,968. 은평뉴타운 상림마을 13단지,3,43,37.64208984,126.92941284,ST-1489,2024-05-09 23:45:26
9,969. 은평 지웰테라스,6,67,37.64339447,126.93213654,ST-1490,2024-05-09 23:45:26
20,971. 역촌 센트레빌 아파트,2,10,37.60232925,126.90654755,ST-1674,2024-05-09 23:45:26
10,973.제각말푸르지오 5-1단지 아파트,0,0,37.63734818,126.93584442,ST-2241,2024-05-09 23:45:26
10,974.연신초등학교옆 마을마당,0,0,37.62672043,126.92901611,ST-2242,2024-05-09 23:45:26
10,975.백련산 힐스테이트상가앞,15,150,37.59036255,126.92301178,ST-2243,2024-05-09 23:45:26
10,976.진관고등학교앞,5,50,37.64350891,126.92410278,ST-2244,2024-05-09 23:45:26
10,977.신도중학교앞,0,0,37.63310242,126.93150330,ST-2245,2024-05-09 23:45:26
10,978.녹번 힐스테이트상가앞,0,0,37.60100937,126.93592834,ST-2246,2024-05-09 23:45:26
10,979.원풍빌라앞,8,80,37.59186172,126.90608215,ST-2247,2024-05-09 23:45:26
10,982. 녹번초등학교(서오릉로),14,140,37.60412598,126.92508698,ST-2250,2024-05-09 23:45:26
9,984.상신초등학교앞 버스정류장,10,111,37.59580994,126.91026306,ST-2252,2024-05-09 23:45:26
10,985. 은평세무서 버스정류장(은평구청 방면),6,60,37.60119247,126.92638397,ST-2253,2024-05-09 23:45:26
7,989. 신응교(가좌로) 앞,22,314,37.59181213,126.91483307,ST-2257,2024-05-09 23:45:26
10,991.흥국사 정류장,4,40,37.65676880,126.94200897,ST-2259,2024-05-09 23:45:26
10,992.북한산입구 정류장,0,0,37.65828705,126.94529724,ST-2260,2024-05-09 23:45:26
15,993.은평뉴타운 은뜨락아파트앞,0,0,37.63028717,126.91956329,ST-2261,2024-05-09 23:45:26
10,994.북한산생태공원입구(교통섬),0,0,37.61050797,126.93853760,ST-2262,2024-05-09 23:45:26
10,995.은평다목적체육관,6,60,37.63140869,126.92540741,ST-2263,2024-05-09 23:45:26
10,996.응암역2번출구 국민은행 앞,13,130,37.59996796,126.91572571,ST-2264,2024-05-09 23:45:26
15,1001. 광진교 남단 사거리(천호공원 방면),19,127,37.54179382,127.12474823,ST-485,2024-05-09 23:45:26
10,1002. 해공공원(천호동),55,550,37.54526520,127.12593842,ST-486,2024-05-09 23:45:26
20,1003. 해공도서관앞,8,40,37.54395676,127.12548828,ST-487,2024-05-09 23:45:26
10,1004. 삼성광나루아파트 버스정류장,50,500,37.55332947,127.12886810,ST-488,2024-05-09 23:45:26
10,1006. 롯데캐슬 115동앞,3,30,37.55486679,127.14279938,ST-490,2024-05-09 23:45:26
14,1007.암사동 선사유적지,27,193,37.55955887,127.13087463,ST-491,2024-05-09 23:45:26
9,1008. 암사역 3번출구(국민은행앞),55,611,37.54935455,127.12708282,ST-492,2024-05-09 23:45:26
20,1009. 천호역4번출구(현대백화점),2,10,37.53866577,127.12424469,ST-493,2024-05-09 23:45:26
20,1010. 강동세무서,28,140,37.53450775,127.13840485,ST-494,2024-05-09 23:45:26
20,1011. LIGA 아파트 앞,40,200,37.53474426,127.13528442,ST-495,2024-05-09 23:45:26
15,1012. 천호역효성해링턴타워 앞,11,73,37.53600693,127.12272644,ST-496,2024-05-09 23:45:26
15,1013. 강동구청역 1번 출입구,1,7,37.53071594,127.12098694,ST-497,2024-05-09 23:45:26
13,1015. 샛마을 근린공원,9,69,37.55003738,127.14691162,ST-499,2024-05-09 23:45:26
10,1016. 해뜨는 주유소옆 리엔파크 109동앞,3,30,37.55939865,127.17118073,ST-500,2024-05-09 23:45:26
20,1017. 둔촌고교입구 교차로(길동주민센터 방면),68,340,37.53544617,127.14518738,ST-501,2024-05-09 23:45:26
15,1018. 둔촌 주공 GS 맞은편,5,33,37.52458954,127.13542175,ST-830,2024-05-09 23:45:26
10,1019. 다성이즈빌아파트(호원대 대각선 맞은편),48,480,37.52679443,127.13005829,ST-502,2024-05-09 23:45:26
15,1020. 강동경찰서,9,60,37.52825165,127.12680054,ST-503,2024-05-09 23:45:26
15,1021. 강일동 리슈빌 빌딩앞,60,400,37.56427383,127.17397308,ST-504,2024-05-09 23:45:26
20,1022. 길동 사거리(초소앞),25,125,37.53377914,127.13799286,ST-505,2024-05-09 23:45:26
22,1023. 한국종합기술사옥 앞,6,27,37.54998398,127.17470551,ST-1040,2024-05-09 23:45:26
10,1024.  강동구청 앞,17,170,37.52929688,127.12315369,ST-1041,2024-05-09 23:45:26
10,1025. 상일초등학교,14,140,37.54684067,127.17251587,ST-1042,2024-05-09 23:45:26
20,1027. 프라자 아파트 앞,30,150,37.53596115,127.14781952,ST-1044,2024-05-09 23:45:26
10,1028. 포레스 주상복합 빌딩,6,60,37.53310776,127.12277222,ST-1045,2024-05-09 23:45:26
7,1029. 성내어울터,7,100,37.53655624,127.12553406,ST-1046,2024-05-09 23:45:26
15,1030. 미호 플랜트 앞,24,160,37.52703094,127.12206268,ST-1047,2024-05-09 23:45:26
20,1032. 선사고등학교,46,230,37.55672836,127.13626099,ST-1049,2024-05-09 23:45:26
17,1033. 고덕동 아남아파트,33,194,37.55793381,127.14476776,ST-1050,2024-05-09 23:45:26
10,1034. 고덕동 래미안 힐스테이트,22,220,37.56187820,127.15078735,ST-1051,2024-05-09 23:45:26
10,1036. 고덕동 주양쇼핑,2,20,37.55199051,127.15331268,ST-1053,2024-05-09 23:45:26
10,1037. 강일리버파크 6단지,1,10,37.56256485,127.17761230,ST-1054,2024-05-09 23:45:26
10,1038. 강일 다솜 어린이 공원,40,400,37.56863785,127.17480469,ST-1055,2024-05-09 23:45:26
7,1039. 고덕초등학교,12,171,37.56129837,127.16784668,ST-1056,2024-05-09 23:45:26
10,1041. 묘곡초등학교,4,40,37.55916214,127.15332031,ST-1058,2024-05-09 23:45:26
10,1042. 강일리버파크 2~5단지,65,650,37.56854630,127.17700958,ST-1059,2024-05-09 23:45:26
15,1044. 굽은다리역,69,460,37.54540634,127.14267731,ST-1061,2024-05-09 23:45:26
13,1048. 둔촌어린이공원,32,246,37.53099442,127.14237213,ST-1370,2024-05-09 23:45:26
10,1049. 강일리버파크 10단지,52,520,37.56120300,127.18026733,ST-1371,2024-05-09 23:45:26
15,1050.  둔촌역 3번 출입구,33,220,37.52678299,127.13557434,ST-1420,2024-05-09 23:45:26
15,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",21,140,37.55483627,127.13732147,ST-1421,2024-05-09 23:45:26
11,1053. 동명근린공원 진입로 (아리수로),16,145,37.56254578,127.16448212,ST-1594,2024-05-09 23:45:26
5,1054. 말우물 어린이 공원,18,360,37.56002808,127.16967773,ST-1595,2024-05-09 23:45:26
10,1056. 강일리버파크 7~11단지,52,520,37.56335449,127.17905426,ST-1597,2024-05-09 23:45:26
15,1057. 능골근린공원,7,47,37.55580902,127.17374420,ST-1598,2024-05-09 23:45:26
12,1058. 고덕숲 아이파크 1,19,158,37.55348206,127.16505432,ST-1623,2024-05-09 23:45:26
15,1059. 래미안 강동팰리스(102동),28,187,37.53822708,127.13174438,ST-1626,2024-05-09 23:45:26
6,1060. 천일초교 사거리,13,217,37.54467010,127.13267517,ST-1620,2024-05-09 23:45:26
8,1061. 천호초교 입구 사거리(일주빌딩),21,263,37.54689789,127.13466644,ST-1621,2024-05-09 23:45:26
10,1062. 고덕숲 아이파크 2,6,60,37.55107880,127.16259766,ST-1622,2024-05-09 23:45:26
10,1063.강동롯데캐슬퍼스트 아파트(관리동),22,220,37.55666351,127.14273834,ST-1762,2024-05-09 23:45:26
10,1064.중앙보훈병원역 1번출구,0,0,37.52779388,127.14764404,ST-1763,2024-05-09 23:45:26
10,1065.보훈병원 후문옆(더 원커피),0,0,37.53120804,127.14926910,ST-1764,2024-05-09 23:45:26
10,1066.생태공원앞 교차로(조명탑),2,20,37.53776550,127.15201569,ST-1765,2024-05-09 23:45:26
10,1067.한영중고앞사거리,5,50,37.54903412,127.15605164,ST-1766,2024-05-09 23:45:26
10,1068.명일파출소,0,0,37.55364990,127.15622711,ST-1767,2024-05-09 23:45:26
10,1070.(시립)고덕평생학습관,0,0,37.55570221,127.15792084,ST-1831,2024-05-09 23:45:26
22,1072.고덕역 5번출구,0,0,37.55486298,127.15372467,ST-1833,2024-05-09 23:45:26
7,1073. SSTS 몰 앞,44,629,37.54114532,127.14105225,ST-1834,2024-05-09 23:45:26
15,1074.대명초교입구 사거리,17,113,37.54683685,127.14916229,ST-1835,2024-05-09 23:45:26
10,1075.천동초교 삼거리,47,470,37.54136276,127.13718414,ST-1836,2024-05-09 23:45:26
10,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),24,240,37.53989410,127.14103699,ST-1837,2024-05-09 23:45:26
15,1077.강동역 1번출구 앞,6,40,37.53627014,127.13246918,ST-1838,2024-05-09 23:45:26
25,1078.둔촌사거리,9,36,37.52197647,127.13362122,ST-1839,2024-05-09 23:45:26
10,1079.강일동입구교차로,40,400,37.56184387,127.17084503,ST-1840,2024-05-09 23:45:26
10,1080.엘웨딩,23,230,37.53683090,127.12841797,ST-1841,2024-05-09 23:45:26
20,1081.트레빌빌딩,11,55,37.53699875,127.12953186,ST-1842,2024-05-09 23:45:26
10,1082.중앙보훈병원역3번출구,0,0,37.52956009,127.14900970,ST-1843,2024-05-09 23:45:26
15,1083.광문고교사거리(아이파크),14,93,37.56036758,127.15659332,ST-1844,2024-05-09 23:45:26
20,1084. 윤선생빌딩(JYP사옥),22,110,37.52392960,127.12912750,ST-1687,2024-05-09 23:45:26
20,1085.래미안 솔베뉴(고덕로),1,5,37.55456924,127.14587402,ST-1845,2024-05-09 23:45:26
10,1086.래미안 솔베뉴(구천면로),1,10,37.55059814,127.14545441,ST-1846,2024-05-09 23:45:26
12,1088.풍납사거리(강동),11,92,37.52812195,127.11952209,ST-1848,2024-05-09 23:45:26
10,1089.고덕 래미안힐스테이트(201동),1,10,37.56060028,127.14669800,ST-1849,2024-05-09 23:45:26
17,1090.상일동역 2번출구 앞,5,29,37.55678940,127.16614532,ST-1850,2024-05-09 23:45:26
10,1101. 상사마을 버스정류장(아라대교방면),28,280,37.58161163,126.79859924,ST-507,2024-05-09 23:45:26
10,1102. 방화사거리 마을버스 버스정류장,21,210,37.57364273,126.81180573,ST-508,2024-05-09 23:45:26
10,1103. 방화역 4번출구앞,23,230,37.57710648,126.81199646,ST-831,2024-05-09 23:45:26
10,1105. 방화근린공원,10,100,37.58162308,126.81265259,ST-509,2024-05-09 23:45:26
10,1106. 신방화사거리,39,390,37.57256317,126.81642151,ST-824,2024-05-09 23:45:26
8,1108. 공항시장역 2번출구 뒤,47,588,37.56387329,126.81060791,ST-510,2024-05-09 23:45:26
6,1109. 공항시장역 4번출구,15,250,37.56334686,126.81048584,ST-511,2024-05-09 23:45:26
15,1110. 공항중학교앞,40,267,37.56220245,126.81624603,ST-828,2024-05-09 23:45:26
20,1111. 마곡엠밸리6_7단지 마곡중학교,0,0,37.56698227,126.82180023,ST-512,2024-05-09 23:45:26
15,1112. 마곡엠밸리4단지 정문,15,100,37.56857681,126.82477570,ST-513,2024-05-09 23:45:26
15,1113. 서남환경공원 버스정류장,60,400,37.57312393,126.82238770,ST-514,2024-05-09 23:45:26
10,1117. 등촌5단지아파트 버스정류장,9,90,37.55819702,126.84426117,ST-834,2024-05-09 23:45:26
10,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),20,200,37.55746078,126.86145782,ST-516,2024-05-09 23:45:26
6,1119. 염창동 한마음아파트 앞,5,83,37.55425262,126.86756134,ST-517,2024-05-09 23:45:26
25,1120. 대림경동아파트앞,25,100,37.56478500,126.85464478,ST-518,2024-05-09 23:45:26
15,1121. 가양레포츠센터 앞,21,140,37.55947876,126.86437988,ST-519,2024-05-09 23:45:26
17,1122. 황금내근린공원,37,218,37.56192398,126.86416626,ST-520,2024-05-09 23:45:26
6,1124. 발산역 6번 출구 뒤,0,0,37.55817795,126.83845520,ST-522,2024-05-09 23:45:26
18,1125. 명덕고교입구(영종빌딩),76,422,37.55291367,126.83657074,ST-835,2024-05-09 23:45:26
7,1126. 우장산역 1번출구옆(우장산아이파크105동앞),0,0,37.54890823,126.83656311,ST-523,2024-05-09 23:45:26
10,1127. 화곡역 버스정류장,18,180,37.54098129,126.83854675,ST-524,2024-05-09 23:45:26
10,1128. 화곡역 6번출구,1,10,37.54141235,126.84022522,ST-829,2024-05-09 23:45:26
7,1129. 화곡역 1번 출구 앞,10,143,37.54209900,126.84021759,ST-525,2024-05-09 23:45:26
7,1130. 화곡본동시장 버스정류장,12,171,37.54275131,126.84262085,ST-526,2024-05-09 23:45:26
10,1132. 등촌역 7번출구,39,390,37.55110931,126.86370850,ST-528,2024-05-09 23:45:26
16,1135. 강서구의회,24,150,37.54653168,126.86254883,ST-530,2024-05-09 23:45:26
8,1136. 등촌2파출소,6,75,37.54478836,126.86199951,ST-531,2024-05-09 23:45:26
10,1137. 등촌2동주민센터,5,50,37.54126358,126.86337280,ST-532,2024-05-09 23:45:26
8,1139. 용문사 버스정류장,7,88,37.53852081,126.86343384,ST-533,2024-05-09 23:45:26
17,1140. 목동사거리 버스정류장,44,259,37.53139877,126.86360931,ST-534,2024-05-09 23:45:26
20,1141. 곰달래 문화복지센터 A,62,310,37.52906036,126.84848022,ST-535,2024-05-09 23:45:26
10,1145. 곰달래 문화복지센터 B,40,400,37.52891922,126.84808350,ST-536,2024-05-09 23:45:26
10,1148. 볏골공원,33,330,37.54146957,126.84477997,ST-538,2024-05-09 23:45:26
13,1149. 신방화역환승주차장,2,15,37.56728363,126.81827545,ST-975,2024-05-09 23:45:26
7,1150. 송정역 1번출구,27,386,37.56153107,126.81069946,ST-1062,2024-05-09 23:45:26
25,1151. 마곡역1번출구,0,0,37.56020737,126.82414246,ST-1063,2024-05-09 23:45:26
30,1152. 마곡역교차로,47,157,37.55831146,126.82652283,ST-1064,2024-05-09 23:45:26
